z_m,u_m_s,v_m_s,w_upper_m_s,scalar,u_rms_m_s,v_rms_m_s,w_upper_rms_m_s,scalar_rms
0.0035156250000000001,1.5611337419133953,0,0,0,0.02,0.02,0.02,0
0.010546875000000001,1.9872159121424977,0,0,0,0.02,0.02,0.02,0
0.017578125,2.1480379647428163,0,0,0,0.02,0.02,0.02,0
0.024609375000000003,2.2524760297712816,0,0,0,0.02,0.02,0.02,0
0.031640624999999999,2.3301354654608173,0,0,0,0.02,0.02,0.02,0
0.038671875000000001,2.392022634253919,0,0,0,0.02,0.02,0.02,0
0.045703124999999997,2.4434880173868363,0,0,0,0.02,0.02,0.02,0
0.052734375,2.4875462123848249,0,0,0,0.02,0.02,0.02,0
0.059765625000000003,2.5260660575153078,0,0,0,0.02,0.02,0.02,0
0.066796875000000006,2.5602870436354301,0,0,0,0.02,0.02,0.02,0
0.073828124999999994,2.5910738068950852,0,0,0,0.02,0.02,0.02,0
0.080859375000000011,2.6190536318418554,0,0,0,0.02,0.02,0.02,0
0.087890625,2.6446961353289846,0,0,0,0.02,0.02,0.02,0
0.094921875000000003,2.6683620696737944,0,0,0,0.02,0.02,0.02,0
0.10195312500000001,2.6903345844381921,0,0,0,0.02,0.02,0.02,0
0.10898437499999999,2.7108400105605588,0,0,0,0.02,0.02,0.02,0
0.11601562500000001,2.7300621186935623,0,0,0,0.02,0.02,0.02,0
0.123046875,2.7481521665661592,0,0,0,0.02,0.02,0.02,0
0.13007812499999999,2.7652361452367948,0,0,0,0.02,0.02,0.02,0
0.13710937500000001,2.7814201122631657,0,0,0,0.02,0.02,0.02,0
0.14414062500000002,2.7967941877190796,0,0,0,0.02,0.02,0.02,0
0.15117187500000001,2.8114355963001865,0,0,0,0.02,0.02,0.02,0
0.158203125,2.825411016413172,0,0,0,0.02,0.02,0.02,0
0.16523437499999999,2.8387784174996442,0,0,0,0.02,0.02,0.02,0
0.17226562500000001,2.8515885138358317,0,0,0,0.02,0.02,0.02,0
0.17929687500000002,2.8638859270512422,0,0,0,0.02,0.02,0.02,0
0.18632812500000001,2.8757101247173735,0,0,0,0.02,0.02,0.02,0
0.193359375,2.8870961848593111,0,0,0,0.02,0.02,0.02,0
0.20039062499999999,2.8980754237548503,0,0,0,0.02,0.02,0.02,0
0.20742187500000001,2.9086759153506394,0,0,0,0.02,0.02,0.02,0
0.21445312500000002,2.91892292400374,0,0,0,0.02,0.02,0.02,0
0.22148437500000001,2.9288392673464827,0,0,0,0.02,0.02,0.02,0
0.228515625,2.9384456223935453,0,0,0,0.02,0.02,0.02,0
0.23554687499999999,2.9477607852226844,0,0,0,0.02,0.02,0.02,0
0.24257812500000001,2.9568018924315771,0,0,0,0.02,0.02,0.02,0
0.24960937499999999,2.9655846109298372,0,0,0,0.02,0.02,0.02,0
0.25664062500000001,2.9741233013491133,0,0,0,0.02,0.02,0.02,0
0.263671875,2.9824311593535713,0,0,0,0.02,0.02,0.02,0
0.27070312500000004,2.9905203383427796,0,0,0,0.02,0.02,0.02,0
0.27773437499999998,2.9984020564126674,0,0,0,0.02,0.02,0.02,0
0.28476562500000002,3.0060866899370917,0,0,0,0.02,0.02,0.02,0
0.29179687500000001,3.013583855730162,0,0,0,0.02,0.02,0.02,0
0.298828125,3.020902483421029,0,0,0,0.02,0.02,0.02,0
0.30585937500000004,3.0280508794084589,0,0,0,0.02,0.02,0.02,0
0.31289062499999998,3.0350367835436223,0,0,0,0.02,0.02,0.02,0
0.31992187500000002,3.0418674195118176,0,0,0,0.02,0.02,0.02,0
0.32695312500000001,3.04854953973464,0,0,0,0.02,0.02,0.02,0
0.333984375,3.0550894654937437,0,0,0,0.02,0.02,0.02,0
0.34101562500000004,3.0614931228723563,0,0,0,0.02,0.02,0.02,0
0.34804687499999998,3.0677660750284037,0,0,0,0.02,0.02,0.02,0
0.35507812500000002,3.0739135512384324,0,0,0,0.02,0.02,0.02,0
0.36210937500000001,3.0799404730931657,0,0,0,0.02,0.02,0.02,0
0.369140625,3.0858514781732125,0,0,0,0.02,0.02,0.02,0
0.37617187500000004,3.0916509414906321,0,0,0,0.02,0.02,0.02,0
0.38320312499999998,3.0973429949438107,0,0,0,0.02,0.02,0.02,0
0.39023437500000002,3.1029315450039268,0,0,0,0.02,0.02,0.02,0
0.39726562500000001,3.1084202888211445,0,0,0,0.02,0.02,0.02,0
0.404296875,3.11381272891765,0,0,0,0.02,0.02,0.02,0
0.41132812500000004,3.119112186613934,0,0,0,0.02,0.02,0.02,0
0.41835937499999998,3.1243218143164606,0,0,0,0.02,0.02,0.02,0
0.42539062500000002,3.1294446067814974,0,0,0,0.02,0.02,0.02,0
0.43242187500000001,3.1344834114550766,0,0,0,0.02,0.02,0.02,0
0.439453125,3.1394409379791819,0,0,0,0.02,0.02,0.02,0
0.44648437500000004,3.1443197669428802,0,0,0,0.02,0.02,0.02,0
0.45351562499999998,3.1491223579501044,0,0,0,0.02,0.02,0.02,0
